pack_id,pack_name,pack_round_type,question_id,question_round_type,answer_type,question_text,option_a,option_b,option_c,option_d,answer_index,answer_text,accepted_answers,explanation,audio_path,image_path,media_type,prompt_target,clue_source,primary_show_key,media_duration_ms,audio_clip_type
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0136,general,mcq,"Name the song title from this lyric excerpt:

Come on let's go and play!
I never see you anymore, come out the door,
It's like you've gone away",Let It Go,Ding-Dong! The Witch Is Dead,For the First Time in Forever,Do You Want to Build a Snowman,3,Do You Want to Build a Snowman,,"""Do You Want to Build a Snowman"" is from Frozen.",,,text,song_title,lyric_excerpt,frozen,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0137,general,mcq,"Which song title matches this lyric excerpt:

The window is open, so's that door
I didn't know they did that anymore",Ding-Dong! The Witch Is Dead,Let It Go,For the First Time in Forever,Do You Want to Build a Snowman,2,For the First Time in Forever,,"""For the First Time in Forever"" is from Frozen.",,,text,song_title,lyric_excerpt,frozen,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0138,general,mcq,"Which musical theatre song contains these lyrics:

I know it all ends tomorrow,
So it has to be today",Let It Go,Do You Want to Build a Snowman,Ding-Dong! The Witch Is Dead,For the First Time in Forever,3,For the First Time in Forever,,"""For the First Time in Forever"" is from Frozen.",,,text,song_title,lyric_excerpt,frozen,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0139,general,mcq,"Which song are these lyrics from:

It's funny how some distance makes everything seem small",For the First Time in Forever,Do You Want to Build a Snowman,Let It Go,Be Our Guest,2,Let It Go,,"""Let It Go"" is from Frozen.",,,text,song_title,lyric_excerpt,frozen,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0140,general,mcq,"Name the song title from this lyric excerpt:

And here I stand
And here I'll stay",Be Our Guest,Let It Go,Do You Want to Build a Snowman,For the First Time in Forever,1,Let It Go,,"""Let It Go"" is from Frozen.",,,text,song_title,lyric_excerpt,frozen,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0141,general,mcq,"Which song title matches this lyric excerpt:

I'll march my band out,
I'll beat my drum",People,I'm The Greatest Star,Don't Rain On My Parade,June Is Bustin' Out All Over,2,Don't Rain On My Parade,,"""Don't Rain On My Parade"" is from Funny Girl.",,,text,song_title,lyric_excerpt,funny_girl,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0142,general,mcq,"Which musical theatre song contains these lyrics:

I'm gonna live and live now,
Get what I want--I know how",People,Can't Help Lovin' Dat Man,I'm The Greatest Star,Don't Rain On My Parade,3,Don't Rain On My Parade,,"""Don't Rain On My Parade"" is from Funny Girl.",,,text,song_title,lyric_excerpt,funny_girl,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0143,general,mcq,"Which song are these lyrics from:

Who is the pip with pizazz?
Who is all ginger and jazz?",Wouldn't It Be Loverly,People,I'm The Greatest Star,Don't Rain On My Parade,2,I'm The Greatest Star,,"""I'm The Greatest Star"" is from Funny Girl.",,,text,song_title,lyric_excerpt,funny_girl,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0144,general,mcq,"Name the song title from this lyric excerpt:

I've got thirty-six expressions;
Sweet as pie to tough as leather",Don't Rain On My Parade,Can't Help Lovin' Dat Man,I'm The Greatest Star,People,2,I'm The Greatest Star,,"""I'm The Greatest Star"" is from Funny Girl.",,,text,song_title,lyric_excerpt,funny_girl,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0145,general,mcq,"Which song title matches this lyric excerpt:

A feeling deep in your soul
Says you were half, now you're whole.",Don't Rain On My Parade,America,I'm The Greatest Star,People,3,People,,"""People"" is from Funny Girl.",,,text,song_title,lyric_excerpt,funny_girl,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0146,general,mcq,"Which musical theatre song contains these lyrics:

Acting more like children
Than children",Don't Rain On My Parade,People,Maria,I'm The Greatest Star,1,People,,"""People"" is from Funny Girl.",,,text,song_title,lyric_excerpt,funny_girl,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0147,general,mcq,"Which song are these lyrics from:

We'll get some overhead lifters and four-barrel quads, oh yeah",Summer Nights,Sandy,There Are Worse Things I Could Do,Greased Lightnin',3,Greased Lightnin',,"""Greased Lightnin'"" is from Grease.",,,text,song_title,lyric_excerpt,grease,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0148,general,mcq,"Name the song title from this lyric excerpt:

Elvis, Elvis, let me be
Keep that pelvis far from me",There Are Worse Things I Could Do,Sandy,"Look at Me, I'm Sandra Dee",Greased Lightnin',2,"Look at Me, I'm Sandra Dee",,"""Look at Me, I'm Sandra Dee"" is from Grease.",,,text,song_title,lyric_excerpt,grease,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0149,general,mcq,"Which song title matches this lyric excerpt:

Keep your filthy paws off my silky drawers",Sandy,There Are Worse Things I Could Do,Greased Lightnin',"Look at Me, I'm Sandra Dee",3,"Look at Me, I'm Sandra Dee",,"""Look at Me, I'm Sandra Dee"" is from Grease.",,,text,song_title,lyric_excerpt,grease,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0150,general,mcq,"Which musical theatre song contains these lyrics:

Stranded at the drive in, branded a fool
What will they say, Monday at school?",Summer Nights,Sandy,There Are Worse Things I Could Do,Greased Lightnin',1,Sandy,,"""Sandy"" is from Grease.",,,text,song_title,lyric_excerpt,grease,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0151,general,mcq,"Which song are these lyrics from:

Took her bowling in the arcade
We went strolling, drank lemonade",There Are Worse Things I Could Do,Greased Lightnin',Summer Nights,Sandy,2,Summer Nights,,"""Summer Nights"" is from Grease.",,,text,song_title,lyric_excerpt,grease,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0152,general,mcq,"Name the song title from this lyric excerpt:

I could flirt with all the guys
Smile at them and bat my eyes",There Are Worse Things I Could Do,"Look at Me, I'm Sandra Dee",Summer Nights,Sandy,0,There Are Worse Things I Could Do,,"""There Are Worse Things I Could Do"" is from Grease.",,,text,song_title,lyric_excerpt,grease,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0153,general,mcq,"Which song title matches this lyric excerpt:

I don't steal and I don't lie
But I can feel and I can cry
A fact I'll bet you never knew",There Are Worse Things I Could Do,Summer Nights,Sandy,"Look at Me, I'm Sandra Dee",0,There Are Worse Things I Could Do,,"""There Are Worse Things I Could Do"" is from Grease.",,,text,song_title,lyric_excerpt,grease,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0154,general,mcq,"Which musical theatre song contains these lyrics:

Chronic organic symptoms
Toxic or hypertense
Involving the eye, the ear, the nose, and throat.",Adelaide's Lament,If I Were a Bell,Luck Be a Lady,I'll Know,0,Adelaide's Lament,,"""Adelaide's Lament"" is from Guys and Dolls.",,,text,song_title,lyric_excerpt,guys_and_dolls,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0155,general,mcq,"Which song are these lyrics from:

When they get on that train to Niagara
And she can hear church bells chime",If I Were a Bell,Luck Be a Lady,Adelaide's Lament,I'll Know,2,Adelaide's Lament,,"""Adelaide's Lament"" is from Guys and Dolls.",,,text,song_title,lyric_excerpt,guys_and_dolls,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0156,general,mcq,"Name the song title from this lyric excerpt:

How I care, how I care, how I care
And I'll stop. And I'll stare.",Adelaide's Lament,I'll Know,If I Were a Bell,Luck Be a Lady,1,I'll Know,,"""I'll Know"" is from Guys and Dolls.",,,text,song_title,lyric_excerpt,guys_and_dolls,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0157,general,mcq,"Which song title matches this lyric excerpt:

Yes, I knew my moral would crack
From the wonderful way that you looked!
Boy, if I were a duck I'd quack!
Or if I were a goose I'd be cooked!",If I Were a Bell,I'll Know,Adelaide's Lament,Luck Be a Lady,0,If I Were a Bell,,"""If I Were a Bell"" is from Guys and Dolls.",,,text,song_title,lyric_excerpt,guys_and_dolls,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0158,general,mcq,"Which musical theatre song contains these lyrics:

A lady doesn't wander all over the room
And blow on some other guy's dice.",Adelaide's Lament,If I Were a Bell,I'll Know,Luck Be a Lady,3,Luck Be a Lady,,"""Luck Be a Lady"" is from Guys and Dolls.",,,text,song_title,lyric_excerpt,guys_and_dolls,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0159,general,mcq,"Which song are these lyrics from:

I dreamed last night I got on the boat to heaven
And by some chance I had brought my dice along",Luck Be a Lady,"Sit Down, You're Rockin' the Boat",If I Were a Bell,Adelaide's Lament,1,"Sit Down, You're Rockin' the Boat",,"""Sit Down, You're Rockin' the Boat"" is from Guys and Dolls.",,,text,song_title,lyric_excerpt,guys_and_dolls,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0160,general,mcq,"Name the song title from this lyric excerpt:

And the devil will drag you under
By the sharp lapel of your checkered coat",If I Were a Bell,Adelaide's Lament,"Sit Down, You're Rockin' the Boat",Luck Be a Lady,2,"Sit Down, You're Rockin' the Boat",,"""Sit Down, You're Rockin' the Boat"" is from Guys and Dolls.",,,text,song_title,lyric_excerpt,guys_and_dolls,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0161,general,mcq,"Which song title matches this lyric excerpt:

I had a dream, a dream about you, baby.
It's gonna come true, baby.",Together Wherever We Go,If Momma Was Married,You Gotta Get A Gimmick,Everything's Coming Up Roses,3,Everything's Coming Up Roses,,"""Everything's Coming Up Roses"" is from Gypsy.",,,text,song_title,lyric_excerpt,gypsy,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0162,general,mcq,"Which musical theatre song contains these lyrics:

Now's your inning. Stand the world on it's ear!
Set it spinning! That'll be just the beginning!",If Momma Was Married,You Gotta Get A Gimmick,Everything's Coming Up Roses,Together Wherever We Go,2,Everything's Coming Up Roses,,"""Everything's Coming Up Roses"" is from Gypsy.",,,text,song_title,lyric_excerpt,gypsy,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0163,general,mcq,"Which song are these lyrics from:

Just Momma, three ducks, five canaries,
A mouse, two monkeys, one father, six turtles
And me...",You Gotta Get A Gimmick,Everything's Coming Up Roses,Together Wherever We Go,If Momma Was Married,3,If Momma Was Married,,"""If Momma Was Married"" is from Gypsy.",,,text,song_title,lyric_excerpt,gypsy,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0164,general,mcq,"Name the song title from this lyric excerpt:

We're not keeping score
What's one more or less",Everything's Coming Up Roses,You Gotta Get A Gimmick,If Momma Was Married,Together Wherever We Go,2,If Momma Was Married,,"""If Momma Was Married"" is from Gypsy.",,,text,song_title,lyric_excerpt,gypsy,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0165,general,mcq,"Which song title matches this lyric excerpt:

All your life and what does it get ya?
Thanks a lot and out with the garbage,",Rose's Turn,Together Wherever We Go,Some People,If Momma Was Married,0,Rose's Turn,,"""Rose's Turn"" is from Gypsy.",,,text,song_title,lyric_excerpt,gypsy,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0166,general,mcq,"Which musical theatre song contains these lyrics:

Why did I do it?
What did it get me?
Scrapbooks full of me in the background.",Some People,Rose's Turn,Together Wherever We Go,If Momma Was Married,1,Rose's Turn,,"""Rose's Turn"" is from Gypsy.",,,text,song_title,lyric_excerpt,gypsy,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0167,general,mcq,"Which song are these lyrics from:

Here she is, boys!
Here she is, world!",Rose's Turn,Everything's Coming Up Roses,If Momma Was Married,Some People,0,Rose's Turn,,"""Rose's Turn"" is from Gypsy.",,,text,song_title,lyric_excerpt,gypsy,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0168,general,mcq,"Name the song title from this lyric excerpt:

Goodbye to blueberry pie.
Good riddance to all the socials I had to go to,
all the lodges I had to play",Together Wherever We Go,Rose's Turn,Some People,If Momma Was Married,2,Some People,,"""Some People"" is from Gypsy.",,,text,song_title,lyric_excerpt,gypsy,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0169,general,mcq,"Which song title matches this lyric excerpt:

Anybody that stays home is dead
If I die it won't be from sitting
It will be from fighting to get up and get out!",If Momma Was Married,Some People,Together Wherever We Go,Rose's Turn,1,Some People,,"""Some People"" is from Gypsy.",,,text,song_title,lyric_excerpt,gypsy,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0170,general,mcq,"Which musical theatre song contains these lyrics:

Get yourselves some new orchestrations,
new routines and red velvet curtains.",If Momma Was Married,Some People,Together Wherever We Go,Rose's Turn,1,Some People,,"""Some People"" is from Gypsy.",,,text,song_title,lyric_excerpt,gypsy,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0171,general,mcq,"Which song are these lyrics from:

Wherever I go I know he goes.
Wherever I go I know she goes.",You Gotta Get A Gimmick,Everything's Coming Up Roses,Together Wherever We Go,If Momma Was Married,2,Together Wherever We Go,,"""Together Wherever We Go"" is from Gypsy.",,,text,song_title,lyric_excerpt,gypsy,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0172,general,mcq,"Name the song title from this lyric excerpt:

If you wanna bump it,
Bump it with a trumpet!",Everything's Coming Up Roses,If Momma Was Married,Together Wherever We Go,You Gotta Get A Gimmick,3,You Gotta Get A Gimmick,,"""You Gotta Get A Gimmick"" is from Gypsy.",,,text,song_title,lyric_excerpt,gypsy,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0173,general,mcq,"Which song title matches this lyric excerpt:

You can pull all the stops out
Till they call the cops out
Grind your behind 'til you're banned",If Momma Was Married,Together Wherever We Go,Everything's Coming Up Roses,You Gotta Get A Gimmick,3,You Gotta Get A Gimmick,,"""You Gotta Get A Gimmick"" is from Gypsy.",,,text,song_title,lyric_excerpt,gypsy,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0174,general,mcq,"Which musical theatre song contains these lyrics:

When the moon is in the Seventh House
And Jupiter aligns with Mars",Sandy,Good Morning Starshine,Hair,Aquarius,3,Aquarius,,"""Aquarius"" is from Hair.",,,text,song_title,lyric_excerpt,hair,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0175,general,mcq,"Which song are these lyrics from:

Gliddy glub gloopy
Nibby nabby noopy
La la la lo lo",Aquarius,Haus of Holbein,Good Morning Starshine,Hair,2,Good Morning Starshine,,"""Good Morning Starshine"" is from Hair.",,,text,song_title,lyric_excerpt,hair,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0176,general,mcq,"Name the song title from this lyric excerpt:

My love and me as we sing
Our early morning singing song",Aquarius,Hair,Haus of Holbein,Good Morning Starshine,3,Good Morning Starshine,,"""Good Morning Starshine"" is from Hair.",,,text,song_title,lyric_excerpt,hair,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0177,general,mcq,"Which song title matches this lyric excerpt:

I want it long, straight, curly, fuzzy
Snaggy, shaggy, ratty, matty
Oily, greasy, fleecy, shining
Gleaming, steaming, flaxen, waxen",Hair,Sandy,Aquarius,Good Morning Starshine,0,Hair,,"""Hair"" is from Hair.",,,text,song_title,lyric_excerpt,hair,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0178,general,mcq,"Which musical theatre song contains these lyrics:

Every day's like an open door
Every night is a fantasy
Every sound's like a symphony",I Can Hear The Bells,Whipped Into Shape,You Can't Stop The Beat,Good Morning Baltimore,3,Good Morning Baltimore,,"""Good Morning Baltimore"" is from Hairspray.",,,text,song_title,lyric_excerpt,hairspray,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0179,general,mcq,"Which song are these lyrics from:

I know every step
I know every song
I know there's a place where I belong",I Can Hear The Bells,Whipped Into Shape,You Can't Stop The Beat,Good Morning Baltimore,3,Good Morning Baltimore,,"""Good Morning Baltimore"" is from Hairspray.",,,text,song_title,lyric_excerpt,hairspray,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0180,general,mcq,"Name the song title from this lyric excerpt:

Everybody says
That a guy who's such a gem
Won't look my way
Well, the laugh's on them",Good Morning Baltimore,She Used to Be Mine,I Can Hear The Bells,You Can't Stop The Beat,2,I Can Hear The Bells,,"""I Can Hear The Bells"" is from Hairspray.",,,text,song_title,lyric_excerpt,hairspray,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0181,general,mcq,"Which song title matches this lyric excerpt:

You can't stop an avalanche
As it races down the hill",I Can Hear The Bells,Good Morning Baltimore,If I Could Tell Her,You Can't Stop The Beat,3,You Can't Stop The Beat,,"""You Can't Stop The Beat"" is from Hairspray.",,,text,song_title,lyric_excerpt,hairspray,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0182,general,mcq,"Which musical theatre song contains these lyrics:

'Cause the world keeps spinning 'round and 'round
And my heart's keeping time to the speed of sound
I was lost 'til I heard the drums then I found my way",You Can't Stop The Beat,Good Morning Baltimore,I Can Hear The Bells,If I Could Tell Her,0,You Can't Stop The Beat,,"""You Can't Stop The Beat"" is from Hairspray.",,,text,song_title,lyric_excerpt,hairspray,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0183,general,mcq,"Which song are these lyrics from:

How does a bastard, orphan, son of a whore and a
Scotsman, dropped in the middle of a forgotten
Spot in the Caribbean by Providence, impoverished in squalor
Grow up to be a hero and a scholar?",Alexander Hamilton,My Shot,You'll Be Back,Wait For It,0,Alexander Hamilton,,"""Alexander Hamilton"" is from Hamilton.",,,text,song_title,lyric_excerpt,hamilton,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0184,general,mcq,"Name the song title from this lyric excerpt:

Hey yo, I'm just like my country
I'm young, scrappy and hungry",Alexander Hamilton,Wait For It,My Shot,You'll Be Back,2,My Shot,,"""My Shot"" is from Hamilton.",,,text,song_title,lyric_excerpt,hamilton,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0185,general,mcq,"Which song title matches this lyric excerpt:

Love doesn't discriminate
Between the sinners
And the saints",Alexander Hamilton,My Shot,Wait For It,You'll Be Back,2,Wait For It,,"""Wait For It"" is from Hamilton.",,,text,song_title,lyric_excerpt,hamilton,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0186,general,mcq,"Which musical theatre song contains these lyrics:

So don't throw away this thing we had
Cause when push comes to shove
I will kill your friends and family to remind you of my love",Alexander Hamilton,You'll Be Back,Wait For It,My Shot,1,You'll Be Back,,"""You'll Be Back"" is from Hamilton.",,,text,song_title,lyric_excerpt,hamilton,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0187,general,mcq,"Which song are these lyrics from:

Looking hot; buying stuff they cannot.
I like drinking hard; maxing Dad's credit card.",Candy Store,Dead Girl Walking,Seventeen,Freeze Your Brain,0,Candy Store,,"""Candy Store"" is from Heathers.",,,text,song_title,lyric_excerpt,heathers,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0188,general,mcq,"Name the song title from this lyric excerpt:

Sorry, but I really had to wake you;
See, I decided I must ride you till I break you.",Dead Girl Walking,Candy Store,Seventeen,Freeze Your Brain,0,Dead Girl Walking,,"""Dead Girl Walking"" is from Heathers.",,,text,song_title,lyric_excerpt,heathers,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0189,general,mcq,"Which song title matches this lyric excerpt:

I need got a goal again
I need got a drive again
I wanna feel my heart coming alive again",Before the Parade Passes By,"Hello, Dolly!",So Long Dearie,Put on Your Sunday Clothes,0,Before the Parade Passes By,,"""Before the Parade Passes By"" is from Hello, Dolly!.",,,text,song_title,lyric_excerpt,hello_dolly,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0190,general,mcq,"Which musical theatre song contains these lyrics:

I went away from the lights of Fourteenth Street
And into my personal haze",So Long Dearie,"Hello, Dolly!",Before the Parade Passes By,Put on Your Sunday Clothes,1,"Hello, Dolly!",,"""Hello, Dolly!"" is from Hello, Dolly!.",,,text,song_title,lyric_excerpt,hello_dolly,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0191,general,mcq,"Which song are these lyrics from:

You're still glowin', you're still crowin'
You're still goin' strong",Before the Parade Passes By,So Long Dearie,Put on Your Sunday Clothes,"Hello, Dolly!",3,"Hello, Dolly!",,"""Hello, Dolly!"" is from Hello, Dolly!.",,,text,song_title,lyric_excerpt,hello_dolly,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0192,general,mcq,"Name the song title from this lyric excerpt:

Get out your feathers
Your patent leathers
Your beads and buckles and bows",Before the Parade Passes By,"Hello, Dolly!",So Long Dearie,Put on Your Sunday Clothes,3,Put on Your Sunday Clothes,,"""Put on Your Sunday Clothes"" is from Hello, Dolly!.",,,text,song_title,lyric_excerpt,hello_dolly,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0193,general,mcq,"Which song title matches this lyric excerpt:

Yes, I can hear that choo choo callin' me on
On board that happiness express","Hello, Dolly!",So Long Dearie,Before the Parade Passes By,Put on Your Sunday Clothes,1,So Long Dearie,,"""So Long Dearie"" is from Hello, Dolly!.",,,text,song_title,lyric_excerpt,hello_dolly,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0194,general,mcq,"Which musical theatre song contains these lyrics:

Don't come a knockin'
I'll be all dolled up
And singin' that song
That says you dog, I told you so","Hello, Dolly!",Before the Parade Passes By,So Long Dearie,Put on Your Sunday Clothes,2,So Long Dearie,,"""So Long Dearie"" is from Hello, Dolly!.",,,text,song_title,lyric_excerpt,hello_dolly,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0195,general,mcq,"Which song are these lyrics from:

And on those cold winter nights, Horace...
You can snuggle up to your cash register.
It's a little lumpy but it rings!",Before the Parade Passes By,"Hello, Dolly!",So Long Dearie,Put on Your Sunday Clothes,2,So Long Dearie,,"""So Long Dearie"" is from Hello, Dolly!.",,,text,song_title,lyric_excerpt,hello_dolly,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0196,general,mcq,"Name the song title from this lyric excerpt:

Brush my teeth in the shower
Shampoo twice.
Clean and Primp for an hour,
Old spice is nice.",I Love You Because,Another Saturday Night in New York,The Actuary Song,Coffee,1,Another Saturday Night in New York,,"""Another Saturday Night in New York"" is from I Love You Because.",,,text,song_title,lyric_excerpt,i_love_you_because,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0197,general,mcq,"Which song title matches this lyric excerpt:

There's a neat logic to it
It's just how I do it.
If you think that it's stupid,
You're wrong.",The Actuary Song,Another Saturday Night in New York,Coffee,I Love You Because,2,Coffee,,"""Coffee"" is from I Love You Because.",,,text,song_title,lyric_excerpt,i_love_you_because,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0198,general,mcq,"Which musical theatre song contains these lyrics:

People will say that we're crazy,
crazy to fall for each other,
but then again, what do they know?",The Actuary Song,I Love You Because,Coffee,Another Saturday Night in New York,1,I Love You Because,,"""I Love You Because"" is from I Love You Because.",,,text,song_title,lyric_excerpt,i_love_you_because,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0199,general,mcq,"Which song are these lyrics from:

He'll have a bump
Live in a dump
Be such a chump
That if you hump you'll need a penis-pump",I Love You Because,Coffee,The Actuary Song,Another Saturday Night in New York,2,The Actuary Song,,"""The Actuary Song"" is from I Love You Because.",,,text,song_title,lyric_excerpt,i_love_you_because,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0200,general,mcq,"Name the song title from this lyric excerpt:

So in order to find my perfect man
I need to find someone who's perfectly wrong!",Coffee,The Actuary Song,Another Saturday Night in New York,I Love You Because,1,The Actuary Song,,"""The Actuary Song"" is from I Love You Because.",,,text,song_title,lyric_excerpt,i_love_you_because,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0201,general,mcq,"Which song title matches this lyric excerpt:

Did I abuse her, or show her disdain?
Why does she run from me?",Children Will Listen,Giants in the Sky,Agony,I Know Things Now,2,Agony,,"""Agony"" is from Into the Woods.",,,text,song_title,lyric_excerpt,into_the_woods,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0202,general,mcq,"Which musical theatre song contains these lyrics:

How do you say to your child in the night?
Nothing's all black, but then nothing's all white",No One Is Alone,Children Will Listen,Giants in the Sky,I Know Things Now,1,Children Will Listen,,"""Children Will Listen"" is from Into the Woods.",,,text,song_title,lyric_excerpt,into_the_woods,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0203,general,mcq,"Which song are these lyrics from:

When you're way up high
And you look below
At the world you left
And the things you know",I Know Things Now,Giants in the Sky,No One Is Alone,Children Will Listen,1,Giants in the Sky,,"""Giants in the Sky"" is from Into the Woods.",,,text,song_title,lyric_excerpt,into_the_woods,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0204,general,mcq,"Name the song title from this lyric excerpt:

And he showed me things
Many beautiful things,
That I hadn't thought to explore.",Children Will Listen,Giants in the Sky,I Know Things Now,No One Is Alone,2,I Know Things Now,,"""I Know Things Now"" is from Into the Woods.",,,text,song_title,lyric_excerpt,into_the_woods,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0205,general,mcq,"Which song title matches this lyric excerpt:

And though scary is exciting,
Nice is different than good.",No One Is Alone,Giants in the Sky,Children Will Listen,I Know Things Now,3,I Know Things Now,,"""I Know Things Now"" is from Into the Woods.",,,text,song_title,lyric_excerpt,into_the_woods,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0206,general,mcq,"Which musical theatre song contains these lyrics:

Witches can be right, Giants can be good.
You decide what's right you decide what's good",I Know Things Now,Giants in the Sky,Children Will Listen,No One Is Alone,3,No One Is Alone,,"""No One Is Alone"" is from Into the Woods.",,,text,song_title,lyric_excerpt,into_the_woods,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0207,general,mcq,"Which song are these lyrics from:

Sometimes people leave you.
Halfway through the wood.",Giants in the Sky,No One Is Alone,I Know Things Now,Children Will Listen,1,No One Is Alone,,"""No One Is Alone"" is from Into the Woods.",,,text,song_title,lyric_excerpt,into_the_woods,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0208,general,mcq,"Name the song title from this lyric excerpt:

Now it's he and not you
Who is stuck with a shoe,
In a stew, in the goo,
And you've learned something, too",No One Is Alone,I Know Things Now,On the Steps of the Palace,Giants in the Sky,2,On the Steps of the Palace,,"""On the Steps of the Palace"" is from Into the Woods.",,,text,song_title,lyric_excerpt,into_the_woods,,
