"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0123","general","text","Name the musical theatre song from these lyrics:

All day long I'd biddy biddy bum.","","","","","","If I Were a Rich Man","","""If I Were a Rich Man"" is from Fiddler on the Roof.","","","text","song_title","lyric_excerpt","fiddler_on_the_roof","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0124","general","text","Name the musical theatre song from these lyrics:

Swiftly fly the years,
One season following another,
Laiden with happiness and tears.","","","","","","Sunrise, Sunset","Sunrise Sunset","""Sunrise, Sunset"" is from Fiddler on the Roof.","","","text","song_title","lyric_excerpt","fiddler_on_the_roof","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0125","general","text","Name the musical theatre song from these lyrics:

At three, I started Hebrew school. At ten, I learned a trade.
I hear they've picked a bride for me. I hope she's pretty.","","","","","","Tradition","","""Tradition"" is from Fiddler on the Roof.","","","text","song_title","lyric_excerpt","fiddler_on_the_roof","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0126","general","text","Name the musical theatre song from these lyrics:

Find me a find, catch me a catch.","","","","","","Matchmaker, Matchmaker","Matchmaker Matchmaker","""Matchmaker, Matchmaker"" is from Fiddler on the Roof.","","","text","song_title","lyric_excerpt","fiddler_on_the_roof","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0127","general","text","Name the musical theatre song from these lyrics:

Working for a nice man,
Like a Ziefeld or a Weismann","","","","","","Broadway Baby","","""Broadway Baby"" is from Follies.","","","text","song_title","lyric_excerpt","follies","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0128","general","text","Name the musical theatre song from these lyrics:

Hey, Mr. Producer,
I'm talking to you, sir;","","","","","","Broadway Baby","","""Broadway Baby"" is from Follies.","","","text","song_title","lyric_excerpt","follies","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0129","general","text","Name the musical theatre song from these lyrics:

Leave the quips with a sting, jokes with a sneer,
Passionless lovemaking once a year?","","","","","","Could I Leave You","","""Could I Leave You"" is from Follies.","","","text","song_title","lyric_excerpt","follies","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0130","general","text","Name the musical theatre song from these lyrics:

Plush velvet sometimes
Sometimes just pretzels and beer","","","","","","I'm Still Here","Im Still Here","""I'm Still Here"" is from Follies.","","","text","song_title","lyric_excerpt","follies","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0131","general","text","Name the musical theatre song from these lyrics:

Reefers and vino,
Rest cures, religion and pills","","","","","","I'm Still Here","Im Still Here","""I'm Still Here"" is from Follies.","","","text","song_title","lyric_excerpt","follies","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0132","general","text","Name the musical theatre song from these lyrics:

So life is ducky
And time goes flying
And I'm so lucky
I feel like crying","","","","","","In Buddy's Eyes","In Buddys Eyes","""In Buddy's Eyes"" is from Follies.","","","text","song_title","lyric_excerpt","follies","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0133","general","text","Name the musical theatre song from these lyrics:

Sometimes I stand in the middle of the floor
Not going left, not going right.","","","","","","Losing My Mind","","""Losing My Mind"" is from Follies.","","","text","song_title","lyric_excerpt","follies","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0134","general","text","Name the musical theatre song from these lyrics:

You said you loved me.
Or where you just being kind?","","","","","","Losing My Mind","","""Losing My Mind"" is from Follies.","","","text","song_title","lyric_excerpt","follies","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0135","general","text","Name the musical theatre song from these lyrics:

I think some company is overdue,
I started talking to, the pictures on the walls","","","","","","Do You Want to Build a Snowman","","""Do You Want to Build a Snowman"" is from Frozen.","","","text","song_title","lyric_excerpt","frozen","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0136","general","text","Name the musical theatre song from these lyrics:

Come on let's go and play!
I never see you anymore, come out the door,
It's like you've gone away","","","","","","Do You Want to Build a Snowman","","""Do You Want to Build a Snowman"" is from Frozen.","","","text","song_title","lyric_excerpt","frozen","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0137","general","text","Name the musical theatre song from these lyrics:

The window is open, so's that door
I didn't know they did that anymore","","","","","","For the First Time in Forever","","""For the First Time in Forever"" is from Frozen.","","","text","song_title","lyric_excerpt","frozen","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0138","general","text","Name the musical theatre song from these lyrics:

I know it all ends tomorrow,
So it has to be today","","","","","","For the First Time in Forever","","""For the First Time in Forever"" is from Frozen.","","","text","song_title","lyric_excerpt","frozen","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0139","general","text","Name the musical theatre song from these lyrics:

It's funny how some distance makes everything seem small","","","","","","Let It Go","","""Let It Go"" is from Frozen.","","","text","song_title","lyric_excerpt","frozen","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0140","general","text","Name the musical theatre song from these lyrics:

And here I stand
And here I'll stay","","","","","","Let It Go","","""Let It Go"" is from Frozen.","","","text","song_title","lyric_excerpt","frozen","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0141","general","text","Name the musical theatre song from these lyrics:

I'll march my band out,
I'll beat my drum","","","","","","Don't Rain On My Parade","Dont Rain On My Parade","""Don't Rain On My Parade"" is from Funny Girl.","","","text","song_title","lyric_excerpt","funny_girl","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0142","general","text","Name the musical theatre song from these lyrics:

I'm gonna live and live now,
Get what I want--I know how","","","","","","Don't Rain On My Parade","Dont Rain On My Parade","""Don't Rain On My Parade"" is from Funny Girl.","","","text","song_title","lyric_excerpt","funny_girl","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0143","general","text","Name the musical theatre song from these lyrics:

Who is the pip with pizazz?
Who is all ginger and jazz?","","","","","","I'm The Greatest Star","Im The Greatest Star","""I'm The Greatest Star"" is from Funny Girl.","","","text","song_title","lyric_excerpt","funny_girl","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0144","general","text","Name the musical theatre song from these lyrics:

I've got thirty-six expressions;
Sweet as pie to tough as leather","","","","","","I'm The Greatest Star","Im The Greatest Star","""I'm The Greatest Star"" is from Funny Girl.","","","text","song_title","lyric_excerpt","funny_girl","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0145","general","text","Name the musical theatre song from these lyrics:

A feeling deep in your soul
Says you were half, now you're whole.","","","","","","People","","""People"" is from Funny Girl.","","","text","song_title","lyric_excerpt","funny_girl","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0146","general","text","Name the musical theatre song from these lyrics:

Acting more like children
Than children","","","","","","People","","""People"" is from Funny Girl.","","","text","song_title","lyric_excerpt","funny_girl","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0147","general","text","Name the musical theatre song from these lyrics:

We'll get some overhead lifters and four-barrel quads, oh yeah","","","","","","Greased Lightnin'","Greased Lightnin","""Greased Lightnin'"" is from Grease.","","","text","song_title","lyric_excerpt","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0148","general","text","Name the musical theatre song from these lyrics:

Elvis, Elvis, let me be
Keep that pelvis far from me","","","","","","Look at Me, I'm Sandra Dee","Look at Me Im Sandra Dee","""Look at Me, I'm Sandra Dee"" is from Grease.","","","text","song_title","lyric_excerpt","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0149","general","text","Name the musical theatre song from these lyrics:

Keep your filthy paws off my silky drawers","","","","","","Look at Me, I'm Sandra Dee","Look at Me Im Sandra Dee","""Look at Me, I'm Sandra Dee"" is from Grease.","","","text","song_title","lyric_excerpt","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0150","general","text","Name the musical theatre song from these lyrics:

Stranded at the drive in, branded a fool
What will they say, Monday at school?","","","","","","Sandy","","""Sandy"" is from Grease.","","","text","song_title","lyric_excerpt","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0151","general","text","Name the musical theatre song from these lyrics:

Took her bowling in the arcade
We went strolling, drank lemonade","","","","","","Summer Nights","","""Summer Nights"" is from Grease.","","","text","song_title","lyric_excerpt","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0152","general","text","Name the musical theatre song from these lyrics:

I could flirt with all the guys
Smile at them and bat my eyes","","","","","","There Are Worse Things I Could Do","","""There Are Worse Things I Could Do"" is from Grease.","","","text","song_title","lyric_excerpt","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0153","general","text","Name the musical theatre song from these lyrics:

I don't steal and I don't lie
But I can feel and I can cry
A fact I'll bet you never knew","","","","","","There Are Worse Things I Could Do","","""There Are Worse Things I Could Do"" is from Grease.","","","text","song_title","lyric_excerpt","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0154","general","text","Name the musical theatre song from these lyrics:

Chronic organic symptoms
Toxic or hypertense
Involving the eye, the ear, the nose, and throat.","","","","","","Adelaide's Lament","Adelaides Lament","""Adelaide's Lament"" is from Guys and Dolls.","","","text","song_title","lyric_excerpt","guys_and_dolls","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0155","general","text","Name the musical theatre song from these lyrics:

When they get on that train to Niagara
And she can hear church bells chime","","","","","","Adelaide's Lament","Adelaides Lament","""Adelaide's Lament"" is from Guys and Dolls.","","","text","song_title","lyric_excerpt","guys_and_dolls","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0156","general","text","Name the musical theatre song from these lyrics:

How I care, how I care, how I care
And I'll stop. And I'll stare.","","","","","","I'll Know","Ill Know","""I'll Know"" is from Guys and Dolls.","","","text","song_title","lyric_excerpt","guys_and_dolls","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0157","general","text","Name the musical theatre song from these lyrics:

Yes, I knew my moral would crack
From the wonderful way that you looked!
Boy, if I were a duck I'd quack!
Or if I were a goose I'd be cooked!","","","","","","If I Were a Bell","","""If I Were a Bell"" is from Guys and Dolls.","","","text","song_title","lyric_excerpt","guys_and_dolls","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0158","general","text","Name the musical theatre song from these lyrics:

A lady doesn't wander all over the room
And blow on some other guy's dice.","","","","","","Luck Be a Lady","","""Luck Be a Lady"" is from Guys and Dolls.","","","text","song_title","lyric_excerpt","guys_and_dolls","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0159","general","text","Name the musical theatre song from these lyrics:

I dreamed last night I got on the boat to heaven
And by some chance I had brought my dice along","","","","","","Sit Down, You're Rockin' the Boat","Sit Down Youre Rockin the Boat","""Sit Down, You're Rockin' the Boat"" is from Guys and Dolls.","","","text","song_title","lyric_excerpt","guys_and_dolls","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0160","general","text","Name the musical theatre song from these lyrics:

And the devil will drag you under
By the sharp lapel of your checkered coat","","","","","","Sit Down, You're Rockin' the Boat","Sit Down Youre Rockin the Boat","""Sit Down, You're Rockin' the Boat"" is from Guys and Dolls.","","","text","song_title","lyric_excerpt","guys_and_dolls","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0161","general","text","Name the musical theatre song from these lyrics:

I had a dream, a dream about you, baby.
It's gonna come true, baby.","","","","","","Everything's Coming Up Roses","Everythings Coming Up Roses","""Everything's Coming Up Roses"" is from Gypsy.","","","text","song_title","lyric_excerpt","gypsy","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0162","general","text","Name the musical theatre song from these lyrics:

Now's your inning. Stand the world on it's ear!
Set it spinning! That'll be just the beginning!","","","","","","Everything's Coming Up Roses","Everythings Coming Up Roses","""Everything's Coming Up Roses"" is from Gypsy.","","","text","song_title","lyric_excerpt","gypsy","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0163","general","text","Name the musical theatre song from these lyrics:

Just Momma, three ducks, five canaries,
A mouse, two monkeys, one father, six turtles
And me...","","","","","","If Momma Was Married","","""If Momma Was Married"" is from Gypsy.","","","text","song_title","lyric_excerpt","gypsy","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0164","general","text","Name the musical theatre song from these lyrics:

We're not keeping score
What's one more or less","","","","","","If Momma Was Married","","""If Momma Was Married"" is from Gypsy.","","","text","song_title","lyric_excerpt","gypsy","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0165","general","text","Name the musical theatre song from these lyrics:

All your life and what does it get ya?
Thanks a lot and out with the garbage,","","","","","","Rose's Turn","Roses Turn","""Rose's Turn"" is from Gypsy.","","","text","song_title","lyric_excerpt","gypsy","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0166","general","text","Name the musical theatre song from these lyrics:

Why did I do it?
What did it get me?
Scrapbooks full of me in the background.","","","","","","Rose's Turn","Roses Turn","""Rose's Turn"" is from Gypsy.","","","text","song_title","lyric_excerpt","gypsy","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0167","general","text","Name the musical theatre song from these lyrics:

Here she is, boys!
Here she is, world!","","","","","","Rose's Turn","Roses Turn","""Rose's Turn"" is from Gypsy.","","","text","song_title","lyric_excerpt","gypsy","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0168","general","text","Name the musical theatre song from these lyrics:

Goodbye to blueberry pie.
Good riddance to all the socials I had to go to,
all the lodges I had to play","","","","","","Some People","","""Some People"" is from Gypsy.","","","text","song_title","lyric_excerpt","gypsy","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0169","general","text","Name the musical theatre song from these lyrics:

Anybody that stays home is dead
If I die it won't be from sitting
It will be from fighting to get up and get out!","","","","","","Some People","","""Some People"" is from Gypsy.","","","text","song_title","lyric_excerpt","gypsy","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0170","general","text","Name the musical theatre song from these lyrics:

Get yourselves some new orchestrations,
new routines and red velvet curtains.","","","","","","Some People","","""Some People"" is from Gypsy.","","","text","song_title","lyric_excerpt","gypsy","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0171","general","text","Name the musical theatre song from these lyrics:

Wherever I go I know he goes.
Wherever I go I know she goes.","","","","","","Together Wherever We Go","","""Together Wherever We Go"" is from Gypsy.","","","text","song_title","lyric_excerpt","gypsy","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0172","general","text","Name the musical theatre song from these lyrics:

If you wanna bump it,
Bump it with a trumpet!","","","","","","You Gotta Get A Gimmick","","""You Gotta Get A Gimmick"" is from Gypsy.","","","text","song_title","lyric_excerpt","gypsy","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0173","general","text","Name the musical theatre song from these lyrics:

You can pull all the stops out
Till they call the cops out
Grind your behind 'til you're banned","","","","","","You Gotta Get A Gimmick","","""You Gotta Get A Gimmick"" is from Gypsy.","","","text","song_title","lyric_excerpt","gypsy","",""

"pack_id","pack_name","pack_round_type","pack_sort_order","question_id","question_round_type","answer_type","question_text","option_a","option_b","option_c","option_d","answer_index","answer_text","accepted_answers","explanation","audio_path","image_path","media_type","prompt_target","clue_source","primary_show_key","media_duration_ms","audio_clip_type"
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0174","general","text","Name the musical theatre song from these lyrics:

When the moon is in the Seventh House
And Jupiter aligns with Mars","","","","","","Aquarius","","""Aquarius"" is from Hair.","","","text","song_title","lyric_excerpt","hair","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0175","general","text","Name the musical theatre song from these lyrics:

Gliddy glub gloopy
Nibby nabby noopy
La la la lo lo","","","","","","Good Morning Starshine","","""Good Morning Starshine"" is from Hair.","","","text","song_title","lyric_excerpt","hair","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0176","general","text","Name the musical theatre song from these lyrics:

My love and me as we sing
Our early morning singing song","","","","","","Good Morning Starshine","","""Good Morning Starshine"" is from Hair.","","","text","song_title","lyric_excerpt","hair","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0177","general","text","Name the musical theatre song from these lyrics:

I want it long, straight, curly, fuzzy
Snaggy, shaggy, ratty, matty
Oily, greasy, fleecy, shining
Gleaming, steaming, flaxen, waxen","","","","","","Hair","","""Hair"" is from Hair.","","","text","song_title","lyric_excerpt","hair","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0178","general","text","Name the musical theatre song from these lyrics:

Every day's like an open door
Every night is a fantasy
Every sound's like a symphony","","","","","","Good Morning Baltimore","","""Good Morning Baltimore"" is from Hairspray.","","","text","song_title","lyric_excerpt","hairspray","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0179","general","text","Name the musical theatre song from these lyrics:

I know every step
I know every song
I know there's a place where I belong","","","","","","Good Morning Baltimore","","""Good Morning Baltimore"" is from Hairspray.","","","text","song_title","lyric_excerpt","hairspray","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0180","general","text","Name the musical theatre song from these lyrics:

Everybody says
That a guy who's such a gem
Won't look my way
Well, the laugh's on them","","","","","","I Can Hear The Bells","","""I Can Hear The Bells"" is from Hairspray.","","","text","song_title","lyric_excerpt","hairspray","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0181","general","text","Name the musical theatre song from these lyrics:

You can't stop an avalanche
As it races down the hill","","","","","","You Can't Stop The Beat","","""You Can't Stop The Beat"" is from Hairspray.","","","text","song_title","lyric_excerpt","hairspray","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0182","general","text","Name the musical theatre song from these lyrics:

'Cause the world keeps spinning 'round and 'round
And my heart's keeping time to the speed of sound
I was lost 'til I heard the drums then I found my way","","","","","","You Can't Stop The Beat","","""You Can't Stop The Beat"" is from Hairspray.","","","text","song_title","lyric_excerpt","hairspray","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0183","general","text","Name the musical theatre song from these lyrics:

How does a bastard, orphan, son of a whore and a
Scotsman, dropped in the middle of a forgotten
Spot in the Caribbean by Providence, impoverished in squalor
Grow up to be a hero and a scholar?","","","","","","Alexander Hamilton","","""Alexander Hamilton"" is from Hamilton.","","","text","song_title","lyric_excerpt","hamilton","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0184","general","text","Name the musical theatre song from these lyrics:

Hey yo, I'm just like my country
I'm young, scrappy and hungry","","","","","","My Shot","","""My Shot"" is from Hamilton.","","","text","song_title","lyric_excerpt","hamilton","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0185","general","text","Name the musical theatre song from these lyrics:

Love doesn't discriminate
Between the sinners
And the saints","","","","","","Wait For It","","""Wait For It"" is from Hamilton.","","","text","song_title","lyric_excerpt","hamilton","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0186","general","text","Name the musical theatre song from these lyrics:

So don't throw away this thing we had
Cause when push comes to shove
I will kill your friends and family to remind you of my love","","","","","","You'll Be Back","","""You'll Be Back"" is from Hamilton.","","","text","song_title","lyric_excerpt","hamilton","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0187","general","text","Name the musical theatre song from these lyrics:

Looking hot; buying stuff they cannot.
I like drinking hard; maxing Dad's credit card.","","","","","","Candy Store","","""Candy Store"" is from Heathers.","","","text","song_title","lyric_excerpt","heathers","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0188","general","text","Name the musical theatre song from these lyrics:

Sorry, but I really had to wake you;
See, I decided I must ride you till I break you.","","","","","","Dead Girl Walking","","""Dead Girl Walking"" is from Heathers.","","","text","song_title","lyric_excerpt","heathers","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0189","general","text","Name the musical theatre song from these lyrics:

I need got a goal again
I need got a drive again
I wanna feel my heart coming alive again","","","","","","Before the Parade Passes By","","""Before the Parade Passes By"" is from Hello, Dolly!.","","","text","song_title","lyric_excerpt","hello_dolly","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0190","general","text","Name the musical theatre song from these lyrics:

I went away from the lights of Fourteenth Street
And into my personal haze","","","","","","Hello, Dolly!","Hello Dolly","""Hello, Dolly!"" is from Hello, Dolly!.","","","text","song_title","lyric_excerpt","hello_dolly","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0191","general","text","Name the musical theatre song from these lyrics:

You're still glowin', you're still crowin'
You're still goin' strong","","","","","","Hello, Dolly!","Hello Dolly","""Hello, Dolly!"" is from Hello, Dolly!.","","","text","song_title","lyric_excerpt","hello_dolly","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0192","general","text","Name the musical theatre song from these lyrics:

Get out your feathers
Your patent leathers
Your beads and buckles and bows","","","","","","Put on Your Sunday Clothes","","""Put on Your Sunday Clothes"" is from Hello, Dolly!.","","","text","song_title","lyric_excerpt","hello_dolly","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0193","general","text","Name the musical theatre song from these lyrics:

Yes, I can hear that choo choo callin' me on
On board that happiness express","","","","","","So Long Dearie","","""So Long Dearie"" is from Hello, Dolly!.","","","text","song_title","lyric_excerpt","hello_dolly","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0194","general","text","Name the musical theatre song from these lyrics:

Don't come a knockin'
I'll be all dolled up
And singin' that song
That says you dog, I told you so","","","","","","So Long Dearie","","""So Long Dearie"" is from Hello, Dolly!.","","","text","song_title","lyric_excerpt","hello_dolly","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0195","general","text","Name the musical theatre song from these lyrics:

And on those cold winter nights, Horace...
You can snuggle up to your cash register.
It's a little lumpy but it rings!","","","","","","So Long Dearie","","""So Long Dearie"" is from Hello, Dolly!.","","","text","song_title","lyric_excerpt","hello_dolly","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0196","general","text","Name the musical theatre song from these lyrics:

Brush my teeth in the shower
Shampoo twice.
Clean and Primp for an hour,
Old spice is nice.","","","","","","Another Saturday Night in New York","","""Another Saturday Night in New York"" is from I Love You Because.","","","text","song_title","lyric_excerpt","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0197","general","text","Name the musical theatre song from these lyrics:

There's a neat logic to it
It's just how I do it.
If you think that it's stupid,
You're wrong.","","","","","","Coffee","","""Coffee"" is from I Love You Because.","","","text","song_title","lyric_excerpt","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0198","general","text","Name the musical theatre song from these lyrics:

People will say that we're crazy,
crazy to fall for each other,
but then again, what do they know?","","","","","","I Love You Because","","""I Love You Because"" is from I Love You Because.","","","text","song_title","lyric_excerpt","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0199","general","text","Name the musical theatre song from these lyrics:

He'll have a bump
Live in a dump
Be such a chump
That if you hump you'll need a penis-pump","","","","","","The Actuary Song","","""The Actuary Song"" is from I Love You Because.","","","text","song_title","lyric_excerpt","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0200","general","text","Name the musical theatre song from these lyrics:

So in order to find my perfect man
I need to find someone who's perfectly wrong!","","","","","","The Actuary Song","","""The Actuary Song"" is from I Love You Because.","","","text","song_title","lyric_excerpt","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0201","general","text","Name the musical theatre song from these lyrics:

Did I abuse her, or show her disdain?
Why does she run from me?","","","","","","Agony","","""Agony"" is from Into the Woods.","","","text","song_title","lyric_excerpt","into_the_woods","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0202","general","text","Name the musical theatre song from these lyrics:

How do you say to your child in the night?
Nothing's all black, but then nothing's all white","","","","","","Children Will Listen","","""Children Will Listen"" is from Into the Woods.","","","text","song_title","lyric_excerpt","into_the_woods","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0203","general","text","Name the musical theatre song from these lyrics:

When you're way up high
And you look below
At the world you left
And the things you know","","","","","","Giants in the Sky","","""Giants in the Sky"" is from Into the Woods.","","","text","song_title","lyric_excerpt","into_the_woods","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0204","general","text","Name the musical theatre song from these lyrics:

And he showed me things
Many beautiful things,
That I hadn't thought to explore.","","","","","","I Know Things Now","","""I Know Things Now"" is from Into the Woods.","","","text","song_title","lyric_excerpt","into_the_woods","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0205","general","text","Name the musical theatre song from these lyrics:

And though scary is exciting,
Nice is different than good.","","","","","","I Know Things Now","","""I Know Things Now"" is from Into the Woods.","","","text","song_title","lyric_excerpt","into_the_woods","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0206","general","text","Name the musical theatre song from these lyrics:

Witches can be right, Giants can be good.
You decide what's right you decide what's good","","","","","","No One Is Alone","","""No One Is Alone"" is from Into the Woods.","","","text","song_title","lyric_excerpt","into_the_woods","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0207","general","text","Name the musical theatre song from these lyrics:

Sometimes people leave you.
Halfway through the wood.","","","","","","No One Is Alone","","""No One Is Alone"" is from Into the Woods.","","","text","song_title","lyric_excerpt","into_the_woods","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0208","general","text","Name the musical theatre song from these lyrics:

Now it's he and not you
Who is stuck with a shoe,
In a stew, in the goo,
And you've learned something, too","","","","","","On the Steps of the Palace","","""On the Steps of the Palace"" is from Into the Woods.","","","text","song_title","lyric_excerpt","into_the_woods","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0209","general","text","Name the musical theatre song from these lyrics:

When all I've done;
All the dreaming,
Scheming and screaming,
Become one!","","","","","","This Is The Moment","","""This Is The Moment"" is from Jekyll & Hyde.","","","text","song_title","lyric_excerpt","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0210","general","text","Name the musical theatre song from these lyrics:

Listen, surely I've exceeded expectations,
Tried for three years, seems like thirty.
Could you ask as much from any other man?","","","","","","Gethsemane (I Only Want To Say)","Gethsemane","""Gethsemane (I Only Want To Say)"" is from Jesus Christ Superstar.","","","text","song_title","lyric_excerpt","jesus_christ_superstar","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","0","WaxingT-0211","general","text","Name the musical theatre song from these lyrics:

Should I bring him down?
Should I scream and shout?
Should I speak of love,
Let my feelings out?","","","","","","I Don't Know How To Love Him","","""I Don't Know How To Love Him"" is from Jesus Christ Superstar.","","","text","song_title","lyric_excerpt","jesus_christ_superstar","",""
