pack_id,pack_name,pack_round_type,pack_sort_order,question_id,question_round_type,answer_type,question_text,option_a,option_b,option_c,option_d,answer_index,answer_text,accepted_answers,explanation,audio_path,image_path
disney-260215,"Disney Musicals","general",9999,disney-260215-179,general,mcq,"In Tarzan, who is Tarzan’s adoptive mother?","Kala","Kerchak","Jane","Terk",0,,,"Kala is Tarzan’s adoptive mother.",,
disney-260215,"Disney Musicals","general",9999,disney-260215-180,general,mcq,"In Tarzan, what is the name of the human woman Tarzan falls in love with?","Jane","Belle","Ariel","Pocahontas",0,,,"Tarzan falls in love with Jane.",,

disney-260215,"Disney Musicals","general",9999,disney-260215-181,audio,mcq,"Audio (Disney film): Identify the song from this clip.","Circle of Life","Arabian Nights","Under the Sea","Let It Go",0,,,"Use a recognisable chorus from ""Circle of Life"" (The Lion King).",2026-02-24/disney-audio-001.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-182,audio,mcq,"Audio (Disney film): Identify the song from this clip.","A Whole New World","Beauty and the Beast","Go the Distance","Reflection",0,,,"Use the chorus of ""A Whole New World"" (Aladdin).",2026-02-24/disney-audio-002.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-183,audio,mcq,"Audio (Disney film): Identify the song from this clip.","Part of Your World","How Far I’ll Go","Let It Go","Colours of the Wind",0,,,"Use a clear verse or chorus from ""Part of Your World"" (The Little Mermaid).",2026-02-24/disney-audio-003.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-184,audio,mcq,"Audio (Disney film): Identify the song from this clip.","You’re Welcome","Friends on the Other Side","I Just Can’t Wait to Be King","Zero to Hero",0,,,"Use a clear chorus from ""You’re Welcome"" (Moana).",2026-02-24/disney-audio-004.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-185,audio,mcq,"Audio (Disney film): Identify the song from this clip.","Let It Go","Into the Unknown","Show Yourself","Love Is an Open Door",0,,,"Use the main chorus from ""Let It Go"" (Frozen).",2026-02-24/disney-audio-005.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-186,audio,mcq,"Audio (Disney film): Identify the song from this clip.","Go the Distance","Arabian Nights","Beauty and the Beast","Remember Me",0,,,"Use a clear chorus from ""Go the Distance"" (Hercules).",2026-02-24/disney-audio-006.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-187,audio,mcq,"Audio (Disney film): Identify the song from this clip.","Reflection","Surface Pressure","Colours of the Wind","Almost There",0,,,"Use the chorus from ""Reflection"" (Mulan).",2026-02-24/disney-audio-007.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-188,audio,mcq,"Audio (Disney film): Identify the song from this clip.","We Don’t Talk About Bruno","Remember Me","Into the Unknown","How Far I’ll Go",0,,,"Use the main hook from ""We Don’t Talk About Bruno"" (Encanto).",2026-02-24/disney-audio-008.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-189,audio,mcq,"Audio (Disney film): Identify the song from this clip.","Remember Me","Beauty and the Beast","A Whole New World","Circle of Life",0,,,"Use the chorus from ""Remember Me"" (Coco).",2026-02-24/disney-audio-009.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-190,audio,mcq,"Audio (Disney stage): Identify the song from this clip.","Friend Like Me","King of New York","Shadowland","Monster",1,,,"Use a clear clip from ""King of New York"" (Newsies stage).",2026-02-24/disney-audio-010.mp3,

disney-260215,"Disney Musicals","general",9999,disney-260215-191,picture,mcq,"Picture (Disney stage): Which show is this poster for?","Aladdin","Newsies","Frozen","The Lion King",0,,,"Use official stage poster artwork for Disney’s Aladdin.",,2026-02-24/disney-image-001.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-192,picture,mcq,"Picture (Disney stage): Which show is this poster for?","The Lion King","Beauty and the Beast","Aida","Tarzan",0,,,"Use official stage poster artwork for The Lion King.",,2026-02-24/disney-image-002.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-193,picture,mcq,"Picture (Disney stage): Which show is this poster for?","Frozen","Aladdin","The Little Mermaid","Newsies",0,,,"Use official stage poster artwork for Frozen.",,2026-02-24/disney-image-003.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-194,picture,mcq,"Picture (Disney stage): Which show is this poster for?","Newsies","Tarzan","Aida","The Hunchback of Notre Dame",0,,,"Use official stage poster artwork for Newsies.",,2026-02-24/disney-image-004.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-195,picture,mcq,"Picture (Disney stage): Which show is this poster for?","Aida","The Lion King","Aladdin","Beauty and the Beast",0,,,"Use official stage poster artwork for Disney’s Aida.",,2026-02-24/disney-image-005.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-196,picture,mcq,"Picture (Disney film): Which film is this still from?","Encanto","Coco","Frozen","Moana",0,,,"Use a clear film still featuring the Madrigal family design style.",,2026-02-24/disney-image-006.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-197,picture,mcq,"Picture (Disney film): Which film is this still from?","Moana","The Little Mermaid","Mulan","Tangled",0,,,"Use a clear still showing Moana and the ocean setting.",,2026-02-24/disney-image-007.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-198,picture,mcq,"Picture (Disney film): Which film is this still from?","The Little Mermaid","Beauty and the Beast","Aladdin","Pocahontas",0,,,"Use a clear still showing Ariel’s distinctive red hair and underwater palette.",,2026-02-24/disney-image-008.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-199,picture,mcq,"Picture (Disney film): Which film is this still from?","The Lion King","Tarzan","Hercules","Mulan",0,,,"Use a still showing Simba and the Pride Lands palette.",,2026-02-24/disney-image-009.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-200,picture,mcq,"Picture (Disney film): Which film is this still from?","Tangled","Frozen","Encanto","Cinderella (1950)",0,,,"Use a still showing Rapunzel’s long hair and lantern imagery.",,2026-02-24/disney-image-010.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-201,"general","mcq","In The Little Mermaid (stage musical), which character sings the song The World Above?","Ariel","Prince Eric","King Triton","Sebastian",1,,,"Prince Eric sings The World Above in the stage musical.",,
disney-260215,"Disney Musicals","general",9999,disney-260215-202,"general","mcq","In Beauty and the Beast (stage musical), which song was added to expand the enchanted objects’ story?","Human Again","Be Our Guest","Something There","Belle (Reprise)",0,,,"Human Again was added for the stage version, giving the enchanted objects a full ensemble number.",,
disney-260215,"Disney Musicals","general",9999,disney-260215-203,"general","mcq","In The Lion King (stage musical), which character sings Endless Night?","Simba","Nala","Mufasa","Zazu",0,,,"Endless Night is Simba’s solo in the stage musical.",,
disney-260215,"Disney Musicals","general",9999,disney-260215-204,"general","mcq","In Newsies (stage musical), which song is the act-one finale that rallies the newsies?","Seize the Day","King of New York","Once and for All","The World Will Know",0,,,"Seize the Day closes Act 1 in the stage musical.",,
disney-260215,"Disney Musicals","general",9999,disney-260215-205,"general","mcq","In Mary Poppins (stage musical), which character sings Practically Perfect?","Mary Poppins","Bert","George Banks","Winifred Banks",0,,,"Mary Poppins sings Practically Perfect in the stage musical.",,
disney-260215,"Disney Musicals","general",9999,disney-260215-206,"general","mcq","In Mary Poppins (stage musical), which song introduces the nanny’s arrival with the Banks children?","Jolly Holiday","Chim Chim Cher-ee","A Spoonful of Sugar","Practically Perfect",2,,,"A Spoonful of Sugar is the key early number with Mary and the children.",,
disney-260215,"Disney Musicals","general",9999,disney-260215-207,"general","mcq","In Aida (stage musical), which song is Radames’s act-one solo about duty and desire?","Fortune Favors the Brave","Enchantment Passing Through","My Strongest Suit","Elaborate Lives",3,,,"Elaborate Lives is Radames’s Act 1 solo about the life he is expected to lead.",,
disney-260215,"Disney Musicals","general",9999,disney-260215-208,"general","mcq","In Aida (stage musical), which character sings My Strongest Suit?","Aida","Amneris","Radames","Zoser",1,,,"Amneris leads My Strongest Suit.",,
disney-260215,"Disney Musicals","general",9999,disney-260215-209,"general","mcq","In The Hunchback of Notre Dame (stage musical), which character sings Made of Stone?","Frollo","Quasimodo","Phoebus","Clopin",0,,,"Made of Stone is Frollo’s song in the stage musical.",,
disney-260215,"Disney Musicals","general",9999,disney-260215-210,"general","mcq","In Tarzan (stage musical), which character sings You’ll Be in My Heart?","Tarzan","Kala","Jane","Kerchak",1,,,"Kala sings You’ll Be in My Heart in the stage musical.",,
disney-260215,"Disney Musicals","general",9999,disney-260215-211,"general","mcq","In Encanto, which character sings What Else Can I Do?","Luisa","Isabela","Mirabel","Pepa",1,,,"Isabela sings What Else Can I Do? with Mirabel.",,
disney-260215,"Disney Musicals","general",9999,disney-260215-212,"general","mcq","In Encanto, which character sings Waiting on a Miracle?","Mirabel","Isabela","Luisa","Abuela Alma",0,,,"Mirabel sings Waiting on a Miracle.",,
disney-260215,"Disney Musicals","general",9999,disney-260215-213,"general","mcq","In The Princess and the Frog, which song is Dr Facilier’s villain number?","Friends on the Other Side","Dig a Little Deeper","Almost There","Down in New Orleans",0,,,"Friends on the Other Side is Dr Facilier’s villain song.",,
disney-260215,"Disney Musicals","general",9999,disney-260215-214,"general","mcq","In Mulan, which song accompanies the training montage?","I’ll Make a Man Out of You","Reflection","A Girl Worth Fighting For","Honor to Us All",0,,,"I’ll Make a Man Out of You plays during training.",,
disney-260215,"Disney Musicals","general",9999,disney-260215-215,"general","mcq","In Hercules, which character sings I Won’t Say (I’m in Love)?","Megara","Hercules","Phil","The Muses",0,,,"Megara sings I Won’t Say (I’m in Love), with the Muses backing her.",,
disney-260215,"Disney Musicals","general",9999,disney-260215-216,"general","mcq","In The Lion King (1994 film), which song includes the lyric about a ‘king’s time as ruler rises and falls like the sun’?","Circle of Life","Be Prepared","Hakuna Matata","Can You Feel the Love Tonight",0,,,"Circle of Life sets up the story’s theme of the cycle of life.",,
disney-260215,"Disney Musicals","general",9999,disney-260215-217,"general","mcq","In Aladdin (1992 film), which character sings Prince Ali?","The Genie","Aladdin","Jafar","Iago",0,,,"The Genie leads the showpiece Prince Ali.",,
disney-260215,"Disney Musicals","general",9999,disney-260215-218,"general","mcq","In Beauty and the Beast (1991 film), which character sings Be Our Guest?","Lumière","Cogsworth","Mrs Potts","The Beast",0,,,"Lumière leads Be Our Guest.",,
disney-260215,"Disney Musicals","general",9999,disney-260215-219,"general","mcq","In The Little Mermaid (1989 film), which character sings Poor Unfortunate Souls?","Ursula","Ariel","Sebastian","Scuttle",0,,,"Ursula sings Poor Unfortunate Souls.",,
disney-260215,"Disney Musicals","general",9999,disney-260215-220,"general","mcq","In Moana, what is the name of Moana’s island?","Motunui","Mata Nui","Te Fiti","Lalotai",0,,,"Moana is the chief’s daughter of Motunui.",,

disney-260215,"Disney Musicals","general",9999,disney-260215-221,"audio","mcq","Audio (Disney film): Identify the song from this clip.","Be Our Guest","Poor Unfortunate Souls","Prince Ali","Colours of the Wind",1,,,"Use the chorus from Poor Unfortunate Souls (The Little Mermaid), 8 to 15 seconds.",2026-02-24/disney-audio-011.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-222,"audio","mcq","Audio (Disney film): Identify the song from this clip.","I’ll Make a Man Out of You","Go the Distance","Almost There","Surface Pressure",0,,,"Use the training-chant hook from I’ll Make a Man Out of You (Mulan), 8 to 15 seconds.",2026-02-24/disney-audio-012.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-223,"audio","mcq","Audio (Disney film): Identify the song from this clip.","I Won’t Say (I’m in Love)","A Whole New World","Part of Your World","Requiem",0,,,"Use the main chorus from I Won’t Say (I’m in Love) (Hercules), 8 to 15 seconds.",2026-02-24/disney-audio-013.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-224,"audio","mcq","Audio (Disney film): Identify the song from this clip.","Almost There","Dig a Little Deeper","Friends on the Other Side","Down in New Orleans",0,,,"Use the chorus from Almost There (The Princess and the Frog), 8 to 15 seconds.",2026-02-24/disney-audio-014.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-225,"audio","mcq","Audio (Disney film): Identify the song from this clip.","Be Prepared","Circle of Life","Hakuna Matata","Prince Ali",0,,,"Use the main chorus from Be Prepared (The Lion King), 8 to 15 seconds.",2026-02-24/disney-audio-015.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-226,"audio","mcq","Audio (Disney film): Identify the song from this clip.","Once Upon a Dream","A Dream Is a Wish Your Heart Makes","Bibbidi-Bobbidi-Boo","When You Wish Upon a Star",2,,,"Use the hook from Bibbidi-Bobbidi-Boo (Cinderella), 8 to 15 seconds.",2026-02-24/disney-audio-016.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-227,"audio","mcq","Audio (Disney film): Identify the song from this clip.","How Far I’ll Go","You’re Welcome","Shiny","We Know the Way",2,,,"Use the chorus from Shiny (Moana), 8 to 15 seconds.",2026-02-24/disney-audio-017.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-228,"audio","mcq","Audio (Disney film): Identify the song from this clip.","Hakuna Matata","I Just Can’t Wait to Be King","Can You Feel the Love Tonight","He Lives in You",1,,,"Use a recognisable section from I Just Can’t Wait to Be King (The Lion King), 8 to 15 seconds.",2026-02-24/disney-audio-018.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-229,"audio","mcq","Audio (Disney stage): Identify the song from this clip.","Proud of Your Boy","Seize the Day","Human Again","Endless Night",1,,,"Use a clear chorus from Seize the Day (Newsies stage), 8 to 15 seconds.",2026-02-24/disney-audio-019.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-230,"audio","mcq","Audio (Disney stage): Identify the song from this clip.","If Only","These Palace Walls","Shadowland","Monster",2,,,"Use a recognisable excerpt from Shadowland (The Lion King stage), 8 to 15 seconds.",2026-02-24/disney-audio-020.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-231,"audio","mcq","Audio (Disney stage): Identify the song from this clip.","Practically Perfect","Supercalifragilisticexpialidocious","Step in Time","A Spoonful of Sugar",3,,,"Use a recognisable chorus from A Spoonful of Sugar (Mary Poppins stage or film), 8 to 15 seconds.",2026-02-24/disney-audio-021.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-232,"audio","mcq","Audio (Disney film): Identify the song from this clip.","Friends on the Other Side","Dig a Little Deeper","Zero to Hero","Be Our Guest",0,,,"Use the hook from Friends on the Other Side (The Princess and the Frog), 8 to 15 seconds.",2026-02-24/disney-audio-022.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-233,"audio","mcq","Audio (Disney film): Identify the song from this clip.","When You Wish Upon a Star","Once Upon a Dream","Circle of Life","Go the Distance",0,,,"Use a clean chorus excerpt from When You Wish Upon a Star (Pinocchio), 8 to 15 seconds.",2026-02-24/disney-audio-023.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-234,"audio","mcq","Audio (Disney film): Identify the song from this clip.","Under the Sea","Kiss the Girl","Part of Your World","Poor Unfortunate Souls",1,,,"Use a recognisable chorus excerpt from Kiss the Girl (The Little Mermaid), 8 to 15 seconds.",2026-02-24/disney-audio-024.mp3,
disney-260215,"Disney Musicals","general",9999,disney-260215-235,"audio","mcq","Audio (Disney stage): Identify the song from this clip.","Made of Stone","Out There","Hellfire","God Help the Outcasts",1,,,"Use a clear excerpt from Out There (The Hunchback of Notre Dame stage), 8 to 15 seconds.",2026-02-24/disney-audio-025.mp3,

disney-260215,"Disney Musicals","general",9999,disney-260215-236,"picture","mcq","Picture (Disney film): Which film is this still from?","Beauty and the Beast","The Little Mermaid","Aladdin","Tangled",2,,,"Use a clear still showing Aladdin and Jasmine on the magic carpet, or the distinctive Agrabah palette.",,2026-02-24/disney-image-011.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-237,"picture","mcq","Picture (Disney film): Which film is this still from?","Mulan","Pocahontas","Brave","Frozen",0,,,"Use a clear still showing Mulan in armour or with Mushu, and the visual style of the animated film.",,2026-02-24/disney-image-012.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-238,"picture","mcq","Picture (Disney film): Which film is this still from?","The Princess and the Frog","Coco","Encanto","Moana",0,,,"Use a clear still showing Tiana and the New Orleans palette, or Dr Facilier’s visual style.",,2026-02-24/disney-image-013.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-239,"picture","mcq","Picture (Disney film): Which film is this still from?","Hercules","The Lion King","Tarzan","Aladdin",0,,,"Use a clear still showing the Greek-inspired design of Hercules, such as the Muses or Mount Olympus.",,2026-02-24/disney-image-014.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-240,"picture","mcq","Picture (Disney film): Which film is this still from?","Beauty and the Beast","Sleeping Beauty","Cinderella (1950)","Snow White and the Seven Dwarfs",1,,,"Use a clear still showing Aurora and the pastel medieval style of Sleeping Beauty.",,2026-02-24/disney-image-015.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-241,"picture","mcq","Picture (Disney film): Which film is this still from?","Pinocchio","Dumbo","Bambi","Peter Pan",0,,,"Use a clear still showing Pinocchio or Jiminy Cricket and the classic 1940 animation style.",,2026-02-24/disney-image-016.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-242,"picture","mcq","Picture (Disney film): Which film is this still from?","Coco","Encanto","Ratatouille","Moana",2,,,"Use a clear still showing Remy or the Paris kitchen look from Ratatouille.",,2026-02-24/disney-image-017.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-243,"picture","mcq","Picture (Disney film): Which film is this still from?","Toy Story","Cars","Monsters, Inc.","Up",2,,,"Use a clear still showing Sulley and Mike, or the Monstropolis factory setting.",,2026-02-24/disney-image-018.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-244,"picture","mcq","Picture (Disney film): Which film is this still from?","Toy Story","Cars","Coco","Up",1,,,"Use a clear still showing Lightning McQueen or Radiator Springs.",,2026-02-24/disney-image-019.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-245,"picture","mcq","Picture (Disney film): Which film is this still from?","Up","Ratatouille","Toy Story","Coco",0,,,"Use a clear still showing the house with balloons, or Carl and Russell.",,2026-02-24/disney-image-020.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-246,"picture","mcq","Picture (Disney stage): Which show is this production photo from?","Mary Poppins","Frozen","Beauty and the Beast","Aladdin",0,,,"Use a production still with Mary’s costume silhouette or chimney sweep staging to signal Mary Poppins.",,2026-02-24/disney-image-021.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-247,"picture","mcq","Picture (Disney stage): Which show is this production photo from?","The Hunchback of Notre Dame","The Lion King","Aida","Newsies",0,,,"Use a production still that clearly shows Notre Dame imagery, gothic arches, or the cathedral setting.",,2026-02-24/disney-image-022.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-248,"picture","mcq","Picture (Disney stage): Which show is this production photo from?","Tarzan","Aladdin","Beauty and the Beast","Frozen",0,,,"Use a production still with vines or jungle staging that clearly signals Tarzan.",,2026-02-24/disney-image-023.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-249,"picture","mcq","Picture (Disney stage): Which show is this production photo from?","Aida","The Lion King","Frozen","Newsies",0,,,"Use a production still showing Egyptian design motifs or Aida’s central costuming.",,2026-02-24/disney-image-024.jpg
disney-260215,"Disney Musicals","general",9999,disney-260215-250,"picture","mcq","Picture (Disney stage): Which show is this production photo from?","Aladdin","The Lion King","Beauty and the Beast","Frozen",2,,,"Use a production still showing the enchanted objects or ballroom look that signals Beauty and the Beast.",,2026-02-24/disney-image-025.jpg
